Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Country
181337,Apple Airpods Headphones,1,150,04/10/19 14:59,"110 Pine St, Quebec City",CAD
181338,iPhone,1,700,04/06/19 19:05,"128 Main St, Ottawa",CAD
181339,Macbook Pro Laptop,1,1700,04/17/19 17:26,"104 Cedar Ave, Montreal",CAD
181340,Wired Headphones,1,11.99,04/06/19 21:46,"124 Oak St, Toronto",CAD
181341,Macbook Pro Laptop,1,1700,04/25/19 19:29,"101 Market St, Toronto",CAD
181342,34in Ultrawide Monitor,1,379.99,04/09/19 23:03,"149 Cedar Ave, Ottawa",CAD
181343,AAA Batteries (4-pack),1,2.99,04/18/19 18:33,"145 Maple St, Toronto",CAD
181344,Lightning Charging Cable,1,14.95,04/16/19 18:46,"114 Main St, Quebec City",CAD
181345,AAA Batteries (4-pack),1,2.99,04/19/19 15:26,"144 Market St, Vancouver",CAD
181346,20in Monitor,1,109.99,04/06/19 14:12,"122 Sunset Blvd, Montreal",CAD
181347,AA Batteries (4-pack),1,3.84,04/17/19 13:43,"100 Elm St, Edmonton",CAD
181348,AAA Batteries (4-pack),1,2.99,04/12/19 14:56,"126 Elm St, Montreal",CAD
181349,27in FHD Monitor,1,149.99,04/05/19 15:08,"138 Pine St, Calgary",CAD
181350,Bose SoundSport Headphones,1,99.99,04/08/19 10:46,"140 Elm St, Calgary",CAD
181351,AA Batteries (4-pack),1,3.84,04/22/19 19:29,"109 Broadway, Hamilton",CAD
181352,USB-C Charging Cable,1,11.95,04/24/19 21:20,"123 Sunset Blvd, Quebec City",CAD
181353,Bose SoundSport Headphones,1,99.99,04/26/19 14:59,"139 Maple St, Hamilton",CAD
181354,USB-C Charging Cable,1,11.95,04/18/19 15:03,"126 Broadway, Edmonton",CAD
181355,AAA Batteries (4-pack),1,2.99,04/22/19 16:57,"112 Elm St, Toronto",CAD
181356,20in Monitor,1,109.99,04/24/19 07:50,"148 Pine St, Hamilton",CAD
181357,AAA Batteries (4-pack),1,2.99,04/26/19 10:43,"149 Elm St, Montreal",CAD
181358,USB-C Charging Cable,1,11.95,04/29/19 20:12,"102 Pine St, Edmonton",CAD
181359,Wired Headphones,1,11.99,04/18/19 14:01,"123 Sunset Blvd, Quebec City",CAD
181360,AA Batteries (4-pack),1,3.84,04/01/19 17:43,"121 Cedar Ave, Montreal",CAD
181361,USB-C Charging Cable,1,11.95,04/01/19 20:37,"117 Cedar Ave, Hamilton",CAD
181362,Lightning Charging Cable,1,14.95,04/20/19 14:23,"110 Elm St, Ottawa",CAD
181363,ThinkPad Laptop,1,999.99,04/15/19 08:57,"124 Cedar Ave, Quebec City",CAD
181364,AAA Batteries (4-pack),1,2.99,04/21/19 14:53,"113 Pacific Ave, Quebec City",CAD
181365,Wired Headphones,1,11.99,04/11/19 00:07,"129 Sunset Blvd, Ottawa",CAD
181366,USB-C Charging Cable,1,11.95,04/04/19 18:48,"115 Elm St, Montreal",CAD
181367,27in 4K Gaming Monitor,1,389.99,04/18/19 13:04,"129 Market St, Winnipeg",CAD
181368,Bose SoundSport Headphones,1,99.99,04/08/19 01:56,"148 Broadway, Edmonton",CAD
181369,Apple Airpods Headphones,1,150,04/30/19 11:56,"147 Sunset Blvd, Ottawa",CAD
181370,iPhone,1,700,04/19/19 15:43,"146 Sunset Blvd, Calgary",CAD
181370,USB-C Charging Cable,1,11.95,04/19/19 15:43,"150 Pine St, Montreal",CAD
181371,Wired Headphones,1,11.99,04/04/19 12:55,"104 Elm St, Winnipeg",CAD
181372,AAA Batteries (4-pack),2,2.99,04/06/19 19:57,"122 Main St, Hamilton",CAD
181373,iPhone,1,700,04/05/19 12:31,"108 Pine St, Hamilton",CAD
181374,Wired Headphones,1,11.99,04/08/19 14:11,"116 Elm St, Winnipeg",CAD
181375,AAA Batteries (4-pack),2,2.99,04/02/19 11:44,"105 Elm St, Hamilton",CAD
181376,Apple Airpods Headphones,1,150,04/11/19 11:43,"141 Sunset Blvd, Hamilton",CAD
181377,Lightning Charging Cable,1,14.95,04/20/19 15:06,"139 Cedar Ave, Hamilton",CAD
181378,Vareebadd Phone,1,400,04/14/19 17:26,"126 Pine St, Edmonton",CAD
181379,Apple Airpods Headphones,1,150,04/27/19 10:11,"132 Main St, Ottawa",CAD
181380,USB-C Charging Cable,1,11.95,04/24/19 17:13,"104 Market St, Hamilton",CAD
181381,Macbook Pro Laptop,1,1700,04/15/19 20:19,"125 Pine St, Hamilton",CAD
181382,Wired Headphones,2,11.99,04/19/19 12:43,"115 Sunset Blvd, Montreal",CAD
181383,Wired Headphones,1,11.99,04/04/19 23:00,"126 Maple St, Calgary",CAD
181384,AA Batteries (4-pack),1,3.84,04/13/19 00:03,"141 Market St, Calgary",CAD
181385,34in Ultrawide Monitor,1,379.99,04/18/19 19:31,"138 Cedar Ave, Calgary",CAD
181386,USB-C Charging Cable,1,11.95,04/17/19 21:39,"125 Oak St, Hamilton",CAD
181387,Apple Airpods Headphones,1,150,04/20/19 20:41,"125 Pacific Ave, Toronto",CAD
181388,Bose SoundSport Headphones,1,99.99,04/27/19 11:27,"104 Maple St, Toronto",CAD
181389,Wired Headphones,1,11.99,04/04/19 09:04,"148 Pine St, Montreal",CAD
181390,USB-C Charging Cable,1,11.95,04/24/19 23:35,"102 Pine St, Edmonton",CAD
181391,USB-C Charging Cable,1,11.95,04/12/19 19:11,"119 Maple St, Winnipeg",CAD
181392,Vareebadd Phone,1,400,04/19/19 21:26,"123 Oak St, Winnipeg",CAD
181392,USB-C Charging Cable,1,11.95,04/19/19 21:26,"133 Broadway, Hamilton",CAD
181393,Wired Headphones,1,11.99,04/23/19 18:58,"134 Elm St, Ottawa",CAD
181394,USB-C Charging Cable,1,11.95,04/30/19 21:18,"115 Broadway, Edmonton",CAD
181395,AAA Batteries (4-pack),1,2.99,04/09/19 06:28,"139 Elm St, Edmonton",CAD
181396,Wired Headphones,1,11.99,04/01/19 14:05,"135 Oak St, Montreal",CAD
181397,Apple Airpods Headphones,1,150,04/16/19 14:25,"102 Cedar Ave, Edmonton",CAD
181398,USB-C Charging Cable,1,11.95,04/30/19 08:54,"150 Main St, Quebec City",CAD
181399,AA Batteries (4-pack),2,3.84,04/08/19 08:27,"146 Cedar Ave, Winnipeg",CAD
181400,iPhone,1,700,04/16/19 19:13,"145 Elm St, Winnipeg",CAD
181401,AAA Batteries (4-pack),1,2.99,04/08/19 14:31,"124 Oak St, Vancouver",CAD
181402,AA Batteries (4-pack),2,3.84,04/14/19 21:49,"106 Sunset Blvd, Vancouver",CAD
181402,AAA Batteries (4-pack),1,2.99,04/14/19 21:49,"136 Oak St, Quebec City",CAD
181403,Flatscreen TV,1,300,04/09/19 17:57,"110 Elm St, Montreal",CAD
181404,Wired Headphones,1,11.99,04/30/19 15:45,"137 Sunset Blvd, Montreal",CAD
181405,27in 4K Gaming Monitor,1,389.99,04/28/19 12:44,"109 Sunset Blvd, Quebec City",CAD
181406,27in FHD Monitor,1,149.99,04/09/19 14:33,"114 Sunset Blvd, Edmonton",CAD
181407,27in FHD Monitor,1,149.99,04/25/19 12:36,"123 Sunset Blvd, Calgary",CAD
181408,iPhone,1,700,04/02/19 22:45,"102 Main St, Montreal",CAD
181409,Wired Headphones,1,11.99,04/27/19 04:40,"107 Sunset Blvd, Winnipeg",CAD
181410,USB-C Charging Cable,1,11.95,04/18/19 12:20,"121 Market St, Vancouver",CAD
181411,34in Ultrawide Monitor,1,379.99,04/20/19 13:56,"111 Sunset Blvd, Ottawa",CAD
181412,Vareebadd Phone,1,400,04/23/19 20:18,"130 Oak St, Edmonton",CAD
181412,USB-C Charging Cable,1,11.95,04/23/19 20:18,"132 Oak St, Toronto",CAD
181413,AAA Batteries (4-pack),1,2.99,04/08/19 21:14,"145 Oak St, Edmonton",CAD
181414,Bose SoundSport Headphones,1,99.99,04/26/19 12:23,"111 Pacific Ave, Hamilton",CAD
181415,AA Batteries (4-pack),1,3.84,04/07/19 15:58,"123 Sunset Blvd, Hamilton",CAD
181416,AA Batteries (4-pack),1,3.84,04/16/19 08:26,"107 Pine St, Ottawa",CAD
181417,Bose SoundSport Headphones,1,99.99,04/15/19 18:00,"131 Maple St, Winnipeg",CAD
181418,Apple Airpods Headphones,1,150,04/01/19 20:06,"135 Maple St, Ottawa",CAD
181419,Apple Airpods Headphones,1,150,04/04/19 17:31,"137 Pine St, Hamilton",CAD
181419,34in Ultrawide Monitor,1,379.99,04/04/19 17:31,"136 Elm St, Ottawa",CAD
181420,USB-C Charging Cable,1,11.95,04/05/19 18:27,"146 Cedar Ave, Winnipeg",CAD
181421,27in FHD Monitor,1,149.99,04/27/19 21:36,"100 Main St, Quebec City",CAD
181422,34in Ultrawide Monitor,1,379.99,04/30/19 19:36,"106 Sunset Blvd, Edmonton",CAD
181423,Wired Headphones,1,11.99,04/01/19 11:42,"129 Elm St, Montreal",CAD
181424,AAA Batteries (4-pack),1,2.99,04/27/19 08:55,"115 Pine St, Quebec City",CAD
181425,Bose SoundSport Headphones,1,99.99,04/14/19 06:05,"144 Market St, Winnipeg",CAD
181426,Wired Headphones,1,11.99,04/27/19 01:41,"118 Elm St, Ottawa",CAD
181427,Google Phone,1,600,04/27/19 10:12,"128 Cedar Ave, Vancouver",CAD
181428,ThinkPad Laptop,1,999.99,04/02/19 04:34,"121 Oak St, Montreal",CAD
181429,Bose SoundSport Headphones,1,99.99,04/07/19 19:49,"148 Pine St, Quebec City",CAD
181430,Apple Airpods Headphones,1,150,04/14/19 12:11,"148 Elm St, Calgary",CAD
181431,USB-C Charging Cable,1,11.95,04/22/19 22:59,"142 Market St, Ottawa",CAD
181432,LG Dryer,1,600.0,04/25/19 19:27,"143 Cedar Ave, Edmonton",CAD
181433,AA Batteries (4-pack),1,3.84,04/04/19 18:52,"149 Market St, Winnipeg",CAD
181434,USB-C Charging Cable,1,11.95,04/02/19 06:23,"121 Main St, Ottawa",CAD
181435,AAA Batteries (4-pack),1,2.99,04/22/19 18:16,"142 Oak St, Quebec City",CAD
181435,AA Batteries (4-pack),1,3.84,04/22/19 18:16,"116 Pine St, Montreal",CAD
181436,Wired Headphones,1,11.99,04/28/19 13:54,"112 Cedar Ave, Ottawa",CAD
181437,Flatscreen TV,1,300,04/13/19 15:51,"109 Pacific Ave, Hamilton",CAD
181438,LG Dryer,1,600.0,04/21/19 11:31,"145 Market St, Hamilton",CAD
181439,Lightning Charging Cable,1,14.95,04/15/19 19:04,"149 Elm St, Hamilton",CAD
181440,AA Batteries (4-pack),1,3.84,04/24/19 14:34,"104 Maple St, Montreal",CAD
181441,34in Ultrawide Monitor,1,379.99,04/30/19 16:12,"118 Pine St, Hamilton",CAD
181442,27in 4K Gaming Monitor,1,389.99,04/25/19 21:53,"114 Main St, Ottawa",CAD
181443,Apple Airpods Headphones,1,150,04/14/19 13:26,"109 Oak St, Quebec City",CAD
181444,AAA Batteries (4-pack),1,2.99,04/04/19 10:36,"134 Elm St, Montreal",CAD
181445,27in FHD Monitor,1,149.99,04/20/19 09:56,"135 Main St, Hamilton",CAD
181446,AAA Batteries (4-pack),2,2.99,04/08/19 10:17,"148 Cedar Ave, Edmonton",CAD
181447,Apple Airpods Headphones,1,150,04/01/19 14:00,"107 Oak St, Montreal",CAD
181448,AAA Batteries (4-pack),3,2.99,04/03/19 14:15,"110 Main St, Winnipeg",CAD
181449,Lightning Charging Cable,1,14.95,04/05/19 10:01,"116 Cedar Ave, Montreal",CAD
181450,USB-C Charging Cable,1,11.95,04/11/19 19:42,"134 Market St, Hamilton",CAD
181451,Wired Headphones,1,11.99,04/04/19 20:13,"130 Pacific Ave, Ottawa",CAD
181452,34in Ultrawide Monitor,1,379.99,04/28/19 11:51,"124 Market St, Vancouver",CAD
181453,Macbook Pro Laptop,1,1700,04/27/19 11:01,"131 Main St, Edmonton",CAD
181454,AA Batteries (4-pack),1,3.84,04/20/19 08:37,"130 Broadway, Montreal",CAD
181455,Apple Airpods Headphones,1,150,04/04/19 06:21,"127 Main St, Winnipeg",CAD
181456,AA Batteries (4-pack),2,3.84,04/02/19 21:56,"140 Maple St, Calgary",CAD
181457,AAA Batteries (4-pack),1,2.99,04/06/19 13:47,"128 Pine St, Quebec City",CAD
181458,Wired Headphones,1,11.99,04/28/19 12:28,"118 Maple St, Toronto",CAD
181459,27in FHD Monitor,1,149.99,04/05/19 09:39,"116 Pine St, Montreal",CAD
181460,Wired Headphones,1,11.99,04/01/19 09:26,"113 Elm St, Calgary",CAD
181461,Bose SoundSport Headphones,1,99.99,04/12/19 15:12,"104 Main St, Vancouver",CAD
181462,Lightning Charging Cable,1,14.95,04/21/19 08:10,"116 Broadway, Montreal",CAD
181463,AAA Batteries (4-pack),2,2.99,04/06/19 10:37,"147 Maple St, Montreal",CAD
181464,34in Ultrawide Monitor,1,379.99,04/09/19 10:47,"121 Pine St, Hamilton",CAD
181465,AA Batteries (4-pack),1,3.84,04/17/19 21:36,"116 Maple St, Toronto",CAD
181466,Bose SoundSport Headphones,1,99.99,04/14/19 12:22,"143 Elm St, Quebec City",CAD
181467,AA Batteries (4-pack),1,3.84,04/07/19 11:11,"112 Pacific Ave, Ottawa",CAD
181468,AA Batteries (4-pack),1,3.84,04/20/19 20:53,"115 Market St, Winnipeg",CAD
181469,Google Phone,1,600,04/14/19 10:08,"100 Sunset Blvd, Edmonton",CAD
181470,USB-C Charging Cable,1,11.95,04/30/19 17:18,"101 Oak St, Toronto",CAD
181471,Macbook Pro Laptop,1,1700,04/20/19 22:17,"148 Pacific Ave, Toronto",CAD
181472,AAA Batteries (4-pack),1,2.99,04/14/19 09:40,"146 Pacific Ave, Vancouver",CAD
181473,Wired Headphones,2,11.99,04/02/19 12:12,"150 Oak St, Montreal",CAD
181474,Wired Headphones,1,11.99,04/21/19 10:58,"127 Maple St, Vancouver",CAD
181475,Wired Headphones,1,11.99,04/14/19 23:23,"141 Main St, Winnipeg",CAD
181476,Vareebadd Phone,1,400,04/02/19 22:19,"133 Oak St, Montreal",CAD
181476,Wired Headphones,1,11.99,04/02/19 22:19,"103 Market St, Vancouver",CAD
181477,Lightning Charging Cable,1,14.95,04/01/19 21:07,"120 Pine St, Quebec City",CAD
181478,Flatscreen TV,1,300,04/16/19 20:42,"100 Cedar Ave, Montreal",CAD
181479,Apple Airpods Headphones,1,150,04/21/19 17:32,"148 Pacific Ave, Ottawa",CAD
181480,iPhone,1,700,04/11/19 02:14,"113 Elm St, Toronto",CAD
181481,Macbook Pro Laptop,1,1700,04/07/19 06:54,"115 Sunset Blvd, Edmonton",CAD
181482,Wired Headphones,1,11.99,04/21/19 22:06,"126 Pacific Ave, Calgary",CAD
181483,Lightning Charging Cable,1,14.95,04/04/19 12:24,"107 Elm St, Quebec City",CAD
181484,34in Ultrawide Monitor,1,379.99,04/20/19 22:06,"113 Pine St, Calgary",CAD
181485,Lightning Charging Cable,2,14.95,04/07/19 11:20,"115 Sunset Blvd, Quebec City",CAD
181486,Bose SoundSport Headphones,1,99.99,04/29/19 13:16,"146 Cedar Ave, Winnipeg",CAD
181487,AA Batteries (4-pack),1,3.84,04/07/19 10:33,"148 Pine St, Vancouver",CAD
181488,AAA Batteries (4-pack),1,2.99,04/29/19 07:49,"116 Maple St, Hamilton",CAD
181489,AA Batteries (4-pack),1,3.84,04/17/19 16:20,"126 Pine St, Hamilton",CAD
181490,27in FHD Monitor,1,149.99,04/03/19 12:40,"109 Market St, Hamilton",CAD
181491,AA Batteries (4-pack),1,3.84,04/01/19 12:23,"142 Market St, Quebec City",CAD
181492,AA Batteries (4-pack),1,3.84,04/24/19 13:19,"141 Pine St, Vancouver",CAD
181493,Apple Airpods Headphones,1,150,04/23/19 08:31,"116 Maple St, Hamilton",CAD
181494,Wired Headphones,1,11.99,04/04/19 23:25,"143 Broadway, Winnipeg",CAD
181495,Lightning Charging Cable,1,14.95,04/03/19 10:03,"129 Elm St, Quebec City",CAD
181496,AA Batteries (4-pack),1,3.84,04/05/19 00:40,"134 Maple St, Quebec City",CAD
181497,AA Batteries (4-pack),2,3.84,04/24/19 10:51,"129 Sunset Blvd, Quebec City",CAD
181498,USB-C Charging Cable,2,11.95,04/24/19 08:09,"143 Pine St, Ottawa",CAD
181499,Apple Airpods Headphones,1,150,04/16/19 10:43,"143 Elm St, Edmonton",CAD
181500,Wired Headphones,1,11.99,04/08/19 06:57,"103 Sunset Blvd, Hamilton",CAD
181501,Lightning Charging Cable,1,14.95,04/20/19 08:22,"108 Elm St, Montreal",CAD
181502,Wired Headphones,2,11.99,04/08/19 07:58,"118 Pacific Ave, Toronto",CAD
181503,Vareebadd Phone,1,400,04/13/19 01:07,"103 Oak St, Vancouver",CAD
181504,Bose SoundSport Headphones,1,99.99,04/17/19 08:15,"117 Pine St, Hamilton",CAD
181505,Lightning Charging Cable,1,14.95,04/07/19 16:30,"121 Maple St, Montreal",CAD
181506,27in FHD Monitor,1,149.99,04/12/19 21:47,"106 Cedar Ave, Toronto",CAD
181507,AAA Batteries (4-pack),1,2.99,04/05/19 06:04,"138 Pacific Ave, Winnipeg",CAD
181508,Apple Airpods Headphones,1,150,04/28/19 14:39,"113 Cedar Ave, Winnipeg",CAD
181509,Lightning Charging Cable,1,14.95,04/08/19 15:26,"146 Market St, Toronto",CAD
181510,ThinkPad Laptop,1,999.99,04/24/19 22:12,"103 Maple St, Toronto",CAD
181511,USB-C Charging Cable,1,11.95,04/08/19 17:36,"116 Pine St, Hamilton",CAD
181512,Bose SoundSport Headphones,1,99.99,04/08/19 10:58,"133 Elm St, Vancouver",CAD
181513,Apple Airpods Headphones,1,150,04/13/19 10:59,"142 Sunset Blvd, Montreal",CAD
181514,27in 4K Gaming Monitor,1,389.99,04/28/19 16:18,"119 Market St, Calgary",CAD
181515,Google Phone,1,600,04/01/19 13:03,"135 Maple St, Quebec City",CAD
181515,Wired Headphones,1,11.99,04/01/19 13:03,"124 Elm St, Toronto",CAD
181516,Bose SoundSport Headphones,1,99.99,04/06/19 21:16,"113 Pacific Ave, Quebec City",CAD
181517,iPhone,1,700,04/04/19 15:00,"145 Maple St, Vancouver",CAD
181518,Google Phone,1,600,04/02/19 11:38,"125 Sunset Blvd, Toronto",CAD
181519,USB-C Charging Cable,1,11.95,04/22/19 09:42,"145 Maple St, Hamilton",CAD
181520,AA Batteries (4-pack),1,3.84,04/16/19 14:10,"140 Sunset Blvd, Vancouver",CAD
181521,Bose SoundSport Headphones,1,99.99,04/09/19 18:16,"140 Pine St, Calgary",CAD
181522,AAA Batteries (4-pack),1,2.99,04/08/19 13:07,"102 Elm St, Vancouver",CAD
181523,Apple Airpods Headphones,1,150,04/04/19 20:13,"144 Elm St, Ottawa",CAD
181524,Flatscreen TV,1,300,04/07/19 16:10,"119 Market St, Edmonton",CAD
181525,Flatscreen TV,1,300,04/15/19 02:38,"115 Pine St, Vancouver",CAD
181526,LG Dryer,1,600.0,04/17/19 00:23,"109 Main St, Vancouver",CAD
181527,Flatscreen TV,1,300,04/23/19 20:06,"103 Broadway, Vancouver",CAD
181528,AAA Batteries (4-pack),1,2.99,04/02/19 16:22,"125 Sunset Blvd, Quebec City",CAD
181529,27in FHD Monitor,1,149.99,04/26/19 21:28,"102 Cedar Ave, Winnipeg",CAD
181530,LG Dryer,1,600.0,04/14/19 09:14,"141 Cedar Ave, Quebec City",CAD
181531,Lightning Charging Cable,1,14.95,04/17/19 23:31,"142 Broadway, Toronto",CAD
181532,27in FHD Monitor,1,149.99,04/27/19 17:54,"150 Elm St, Edmonton",CAD
181533,Lightning Charging Cable,1,14.95,04/14/19 12:15,"141 Pine St, Montreal",CAD
181534,AAA Batteries (4-pack),1,2.99,04/02/19 16:23,"115 Pine St, Edmonton",CAD
181535,Macbook Pro Laptop,1,1700,04/14/19 02:33,"104 Main St, Quebec City",CAD
181536,USB-C Charging Cable,1,11.95,04/06/19 21:50,"116 Market St, Toronto",CAD
181537,Wired Headphones,1,11.99,04/18/19 11:53,"108 Market St, Montreal",CAD
181538,27in 4K Gaming Monitor,1,389.99,04/21/19 20:03,"139 Oak St, Vancouver",CAD
181539,AAA Batteries (4-pack),1,2.99,04/26/19 23:39,"103 Pine St, Quebec City",CAD
181540,AA Batteries (4-pack),1,3.84,04/22/19 17:38,"109 Pine St, Toronto",CAD
181541,ThinkPad Laptop,1,999.99,04/09/19 16:59,"127 Elm St, Toronto",CAD
181542,USB-C Charging Cable,1,11.95,04/01/19 22:30,"115 Main St, Toronto",CAD
181543,Bose SoundSport Headphones,1,99.99,04/16/19 23:17,"140 Oak St, Edmonton",CAD
181544,Macbook Pro Laptop,2,1700,04/22/19 12:48,"138 Oak St, Quebec City",CAD
181545,27in 4K Gaming Monitor,1,389.99,04/22/19 21:03,"103 Sunset Blvd, Hamilton",CAD
181546,AA Batteries (4-pack),1,3.84,04/20/19 16:06,"143 Elm St, Edmonton",CAD
181547,Lightning Charging Cable,1,14.95,04/22/19 15:35,"126 Cedar Ave, Hamilton",CAD
181548,AA Batteries (4-pack),1,3.84,04/20/19 11:46,"127 Oak St, Calgary",CAD
181549,34in Ultrawide Monitor,1,379.99,04/26/19 22:45,"139 Market St, Toronto",CAD
181550,AA Batteries (4-pack),1,3.84,04/13/19 11:24,"128 Maple St, Calgary",CAD
181551,27in FHD Monitor,1,149.99,04/06/19 16:01,"111 Market St, Toronto",CAD
181552,Macbook Pro Laptop,1,1700,04/01/19 07:06,"112 Elm St, Montreal",CAD
181553,AA Batteries (4-pack),2,3.84,04/22/19 15:19,"124 Oak St, Montreal",CAD
181554,Lightning Charging Cable,1,14.95,04/14/19 13:00,"139 Pine St, Ottawa",CAD
181555,USB-C Charging Cable,1,11.95,04/07/19 08:22,"116 Cedar Ave, Montreal",CAD
181556,AA Batteries (4-pack),1,3.84,04/09/19 21:46,"116 Market St, Hamilton",CAD
181557,Google Phone,1,600,04/26/19 19:51,"136 Oak St, Calgary",CAD
181557,USB-C Charging Cable,1,11.95,04/26/19 19:51,"145 Maple St, Vancouver",CAD
181558,Apple Airpods Headphones,1,150,04/07/19 23:55,"145 Broadway, Toronto",CAD
181559,AAA Batteries (4-pack),2,2.99,04/24/19 21:46,"137 Broadway, Edmonton",CAD
181560,ThinkPad Laptop,1,999.99,04/12/19 20:40,"141 Pine St, Ottawa",CAD
181561,AA Batteries (4-pack),1,3.84,04/01/19 06:42,"149 Pacific Ave, Ottawa",CAD
181562,Bose SoundSport Headphones,1,99.99,04/24/19 17:44,"148 Main St, Montreal",CAD
181563,Macbook Pro Laptop,1,1700,04/04/19 14:42,"148 Cedar Ave, Montreal",CAD
181564,AA Batteries (4-pack),1,3.84,04/04/19 12:20,"122 Sunset Blvd, Calgary",CAD
181565,AAA Batteries (4-pack),2,2.99,04/21/19 08:45,"122 Pine St, Toronto",CAD
181566,Bose SoundSport Headphones,1,99.99,04/20/19 19:35,"119 Sunset Blvd, Quebec City",CAD
181567,20in Monitor,1,109.99,04/06/19 10:19,"103 Main St, Calgary",CAD
181568,Wired Headphones,1,11.99,04/17/19 13:34,"148 Market St, Vancouver",CAD
181569,Lightning Charging Cable,1,14.95,04/17/19 00:26,"115 Maple St, Montreal",CAD
181570,AAA Batteries (4-pack),1,2.99,04/10/19 14:26,"143 Main St, Edmonton",CAD
181571,27in FHD Monitor,1,149.99,04/13/19 07:50,"136 Sunset Blvd, Toronto",CAD
181572,Bose SoundSport Headphones,1,99.99,04/06/19 16:51,"110 Sunset Blvd, Quebec City",CAD
181573,AA Batteries (4-pack),1,3.84,04/10/19 17:50,"132 Broadway, Quebec City",CAD
181574,AAA Batteries (4-pack),2,2.99,04/17/19 21:03,"104 Pacific Ave, Winnipeg",CAD
181575,34in Ultrawide Monitor,1,379.99,04/26/19 23:39,"116 Main St, Calgary",CAD
181576,Apple Airpods Headphones,1,150,04/13/19 12:18,"147 Pine St, Edmonton",CAD
181577,Lightning Charging Cable,1,14.95,04/21/19 19:26,"150 Broadway, Calgary",CAD
181578,Wired Headphones,1,11.99,04/07/19 11:55,"118 Pine St, Quebec City",CAD
181579,Apple Airpods Headphones,1,150,04/05/19 19:49,"124 Cedar Ave, Hamilton",CAD
181580,27in 4K Gaming Monitor,1,389.99,04/13/19 07:42,"147 Pacific Ave, Edmonton",CAD
181581,Macbook Pro Laptop,1,1700,04/10/19 20:50,"128 Broadway, Edmonton",CAD
181582,AA Batteries (4-pack),1,3.84,04/10/19 19:10,"133 Pacific Ave, Calgary",CAD
181583,27in 4K Gaming Monitor,1,389.99,04/18/19 15:36,"127 Broadway, Vancouver",CAD
181584,Wired Headphones,1,11.99,04/07/19 20:07,"142 Elm St, Quebec City",CAD
181585,AA Batteries (4-pack),1,3.84,04/14/19 01:17,"113 Broadway, Vancouver",CAD
181586,Bose SoundSport Headphones,1,99.99,04/02/19 20:07,"102 Elm St, Calgary",CAD
181587,27in FHD Monitor,1,149.99,04/26/19 14:13,"140 Elm St, Hamilton",CAD
181588,Lightning Charging Cable,1,14.95,04/15/19 11:26,"119 Market St, Edmonton",CAD
181589,iPhone,1,700,04/25/19 16:23,"109 Broadway, Vancouver",CAD
181590,iPhone,1,700,04/21/19 18:58,"145 Pacific Ave, Hamilton",CAD
181591,Google Phone,1,600,04/17/19 09:28,"138 Pine St, Quebec City",CAD
181592,AA Batteries (4-pack),2,3.84,04/25/19 11:10,"108 Oak St, Vancouver",CAD
181593,Lightning Charging Cable,1,14.95,04/07/19 15:37,"108 Oak St, Quebec City",CAD
181594,Wired Headphones,1,11.99,04/11/19 11:45,"136 Cedar Ave, Ottawa",CAD
181595,Apple Airpods Headphones,1,150,04/04/19 21:08,"123 Maple St, Quebec City",CAD
181596,Apple Airpods Headphones,1,150,04/05/19 11:28,"128 Sunset Blvd, Winnipeg",CAD
181597,Wired Headphones,1,11.99,04/04/19 11:22,"112 Cedar Ave, Quebec City",CAD
181598,AA Batteries (4-pack),1,3.84,04/22/19 13:53,"105 Cedar Ave, Toronto",CAD
181599,USB-C Charging Cable,2,11.95,04/02/19 10:59,"104 Pacific Ave, Calgary",CAD
181600,AA Batteries (4-pack),1,3.84,04/02/19 15:46,"141 Oak St, Montreal",CAD
181601,Wired Headphones,1,11.99,04/24/19 21:30,"122 Pine St, Calgary",CAD
181602,Google Phone,1,600,04/22/19 22:19,"129 Broadway, Vancouver",CAD
181603,Wired Headphones,1,11.99,04/24/19 15:58,"105 Pine St, Winnipeg",CAD
181604,34in Ultrawide Monitor,1,379.99,04/11/19 18:21,"149 Sunset Blvd, Vancouver",CAD
181605,USB-C Charging Cable,1,11.95,04/09/19 10:10,"126 Pine St, Vancouver",CAD
181606,34in Ultrawide Monitor,1,379.99,04/29/19 14:58,"117 Pacific Ave, Ottawa",CAD
181607,iPhone,1,700,04/24/19 20:28,"111 Market St, Toronto",CAD
181608,27in FHD Monitor,1,149.99,04/06/19 14:52,"134 Cedar Ave, Montreal",CAD
181609,Wired Headphones,1,11.99,04/18/19 10:19,"115 Pacific Ave, Winnipeg",CAD
181610,USB-C Charging Cable,1,11.95,04/11/19 08:02,"116 Cedar Ave, Quebec City",CAD
181611,Google Phone,1,600,04/17/19 06:42,"123 Sunset Blvd, Vancouver",CAD
181612,Lightning Charging Cable,2,14.95,04/07/19 23:58,"138 Pacific Ave, Winnipeg",CAD
181613,USB-C Charging Cable,1,11.95,04/19/19 19:15,"114 Pacific Ave, Calgary",CAD
181614,Vareebadd Phone,1,400,04/19/19 11:41,"137 Sunset Blvd, Hamilton",CAD
181615,AAA Batteries (4-pack),1,2.99,04/16/19 18:10,"148 Elm St, Edmonton",CAD
181616,Lightning Charging Cable,1,14.95,04/08/19 23:56,"116 Broadway, Hamilton",CAD
181617,Apple Airpods Headphones,1,150,04/08/19 11:40,"132 Sunset Blvd, Winnipeg",CAD
